NUM_SOLICITUD,SUCURSAL,STATUS_SOLICITUD,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,MESES_VENCIDOS,SALDO_CUENTA,CAPACIDAD_TC,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,SEGMENTO_CLIENTE,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,PEOR_MOP_TARJETAS,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,SUMA_SALDOS_TOTAL,NUM_CREDITOS,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
120,127,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13787,CTA NOMINA DIGITAL,,NO_CLIENTE,0,Alto,BAJO,4,91,0,0,0,0,0,0,26,Renta,Preparatoria
121,8153,En_proceso,Rechazado,MALO,0,#N/A,#N/A,#N/A,12236,INVERSIONES,Alto C,NO_CLIENTE,0,Alto,BAJO,4,91,0,0,0,0,0,0,26,Propia,Posgrado
122,4690,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,10890,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,92,0,1,16458,500,66072,0,26,Propia,Licenciatura
123,290,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14571,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,26,Renta,Posgrado
124,6616,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14043,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,25000,Alto,BAJO,4,92,0,0,16768,0,0,0,26,Renta,Posgrado
125,322,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13499,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,92,0,0,0,0,0,0,26,Propia,Licenciatura
126,7637,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14892,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,26,Hipoteca,Preparatoria
127,4862,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14753,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,26,Hipoteca,Licenciatura
128,4073,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,12848,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,92,0,0,0,0,7654,0,26,Propia,Preparatoria
129,561,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,11543,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,93,0,1,26628,710,0,0,26,Hipoteca,Licenciatura
130,93,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15445,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,93,0,0,0,0,0,0,26,Renta,Posgrado
131,632,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15026,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,93,0,0,0,0,0,0,26,Propia,Posgrado
132,8183,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14174,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,26,Renta,Posgrado
133,985,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,10890,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,26,Propia,Preparatoria
134,42,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15785,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,94,0,0,0,0,0,0,26,Propia,Preparatoria
135,131,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13490,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,94,0,0,0,0,0,0,26,Familiares,Posgrado
136,4436,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,12236,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,26,Familiares,Licenciatura
137,673,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16372,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,4541,0,26,Renta,Preparatoria
138,169,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15327,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,26,Familiares,Licenciatura
139,5751,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14599,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,26,Hipoteca,Preparatoria
140,8131,En_proceso,Rechazado,MALO,0,#N/A,#N/A,#N/A,10999,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,94,0,0,0,0,0,0,26,Hipoteca,Licenciatura
141,184,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16259,RECIBOS DE NOMINA,,NO_CLIENTE,18000,Alto,BAJO,5,94,0,1,17366,1070,0,0,26,Familiares,Preparatoria
142,4277,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14030,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,95,0,0,0,0,0,0,26,Propia,Posgrado
143,4357,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,12481,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,95,0,0,0,0,33613,0,26,Familiares,Preparatoria
144,801,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16863,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,95,0,0,0,0,61854,0,26,Propia,Preparatoria
145,7772,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15480,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,95,0,0,0,0,0,0,26,Hipoteca,Licenciatura
146,4764,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15037,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,95,0,0,0,0,0,0,26,Hipoteca,Preparatoria
147,6482,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,11439,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,96,0,1,2477,250,0,0,26,Hipoteca,Posgrado
148,4687,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16584,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,0,0,64566,0,26,Familiares,Posgrado
149,536,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14451,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,96,0,0,0,0,0,0,26,Familiares,Preparatoria
150,303,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,12606,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,37000,Alto,BAJO,3,96,0,0,14571,0,10150,0,26,Propia,Posgrado
151,4876,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17369,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,96,0,0,0,0,0,0,26,Renta,Preparatoria
152,8122,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16099,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,11000,Alto,BAJO,4,96,0,0,6440,0,0,0,26,Hipoteca,Licenciatura
153,8128,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15338,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,0,0,37208,0,26,Propia,Preparatoria
154,926,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,11782,RECIBOS DE NOMINA,,NO_CLIENTE,1999,Alto,BAJO,5,96,0,1,1601,250,0,0,26,Renta,Posgrado
155,111,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16750,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,97,0,0,0,0,0,0,26,Renta,Posgrado
156,166,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14884,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,97,0,0,0,0,0,0,26,Renta,Preparatoria
157,171,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13110,RECIBOS DE NOMINA,,NO_CLIENTE,5800,Alto,BAJO,2,97,0,0,4398,0,15499,0,26,Familiares,Preparatoria
158,568,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17716,RECIBOS DE NOMINA,,NO_CLIENTE,5004,Alto,BAJO,4,97,0,0,935,0,0,0,26,Renta,Licenciatura
159,8131,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16582,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,97,0,0,0,0,0,0,26,Propia,Posgrado
160,428,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15491,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,97,0,0,0,0,0,0,26,Familiares,Licenciatura
161,129,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,12135,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,97,0,0,0,0,60912,0,26,Hipoteca,Preparatoria
162,246,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16934,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,26,Propia,Licenciatura
163,7788,Cancelada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15078,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,26,Hipoteca,Posgrado
164,289,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13306,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,26,Hipoteca,Posgrado
165,131,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17897,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,26,Hipoteca,Licenciatura
166,4364,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16764,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,98,0,0,0,0,3429,0,26,Propia,Preparatoria
167,9171,En_proceso,Rechazado,MALO,0,#N/A,#N/A,#N/A,15692,INVERSIONES,Alto C,NO_CLIENTE,0,Alto,BAJO,4,98,0,0,0,0,0,0,26,Hipoteca,Posgrado
168,52,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,12318,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,99,0,0,0,0,0,0,26,Renta,Secundaria
169,7800,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17107,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,99,0,0,0,0,0,0,26,Propia,Licenciatura
170,798,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15244,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,100,0,0,0,0,0,0,26,Propia,Posgrado
171,7466,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13479,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,100,0,0,0,0,0,0,26,Hipoteca,Licenciatura
172,14108,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18165,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,100,0,0,0,0,0,0,26,Familiares,Posgrado
173,7989,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16935,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,100,0,0,0,0,0,0,26,Renta,Posgrado
174,4096,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15865,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,100,0,0,0,0,0,0,26,Renta,Preparatoria
175,435,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,12478,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,100,0,1,1149,250,0,0,26,Renta,Preparatoria
176,551,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17363,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,100,0,0,0,0,38000,0,26,Renta,Licenciatura
177,4040,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,15399,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,101,0,0,0,0,0,0,26,Familiares,Licenciatura
178,852,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13628,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,101,0,0,0,0,0,0,26,Propia,Posgrado
179,131,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18401,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,101,0,0,0,0,0,0,26,Renta,Posgrado
180,670,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17189,INVERSIONES,,NO_CLIENTE,0,Alto,BAJO,0,101,0,0,0,0,0,0,26,Hipoteca,Licenciatura
181,8151,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,16027,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,120,0,0,0,0,0,0,26,Familiares,Licenciatura
182,9175,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,12615,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,133,0,0,0,0,0,0,26,Familiares,Licenciatura
183,9037,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,17589,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,134,0,0,0,0,0,0,26,Propia,Posgrado
184,7991,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,15630,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,134,0,0,0,0,0,0,26,Hipoteca,Licenciatura
185,9243,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,13767,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,145,0,0,0,0,0,0,26,Familiares,Licenciatura
186,631,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,18604,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,91500,Alto,BAJO,3,154,0,0,14778,0,23729,0,26,Familiares,Licenciatura
187,7713,Aprobada,Aprobado,REGULAR,6100,1.0,"1,830",0.7,17413,RECIBOS DE NOMINA,Alto B,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,178,790,0,0,0,0,0,26,Hipoteca,Preparatoria
188,8126,Aprobada,Aprobado,BUENO,9700,0.0,"4,462",0.54,16267,RECIBOS DE NOMINA,Alto B,NO_CLIENTE,0,Mínimo,ACEPTABLE,1,186,764,0,0,0,0,0,26,Renta,Licenciatura
189,8041,Aprobada,Aprobado,REGULAR,6300,2.0,"7,371",-0.17,12744,RECIBOS DE NOMINA,Medio A,NO_CLIENTE,0,Medio ,ALTO,0,191,683,0,0,0,0,0,26,Hipoteca,Licenciatura
190,7829,Aprobada,Aprobado,BUENO,15000,2.0,"14,400",0.04,17783,RECIBOS DE NOMINA,Medio D,NO_CLIENTE,0,Bajo,ACEPTABLE,0,191,704,0,0,0,0,0,26,Hipoteca,Preparatoria
191,7713,Aprobada,Aprobado,BUENO,7000,1.0,"3,150",0.55,15833,INVERSIONES,Alto B,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,195,775,0,0,0,0,0,26,Renta,Posgrado
192,8128,Aprobada,Aprobado,BUENO,7000,1.0,"4,550",0.35,13973,INVERSIONES,Alto B,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,197,755,0,0,0,0,0,26,Hipoteca,Preparatoria
193,14009,Aprobada,Aprobado,REGULAR,5700,2.0,"6,213",-0.09,18793,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Medio ,ALTO,0,198,691,0,0,0,0,0,26,Propia,Licenciatura
194,20136,Aprobada,Aprobado,BUENO,2999,2.0,"2,069",0.31,17605,PROPIEDAD ACTIVO FIJO,Alto B,CLIENTE_BANCO,15,Bajo,ACEPTABLE,0,199,750,0,0,0,0,0,26,Familiares,Licenciatura
195,125,Aprobada,Aprobado,REGULAR,60000,0.0,"23,400",0.61,16479,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,12600,Bajo,ACEPTABLE,0,206,723,0,6226,0,16214,0,26,Familiares,Preparatoria
196,4291,Aprobada,Aprobado,REGULAR,49999,0.0,"24,500",0.51,12935,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,39000,Medio ,ACEPTABLE,0,208,668,0,404,0,0,0,26,Propia,Preparatoria
197,35,Aprobada,Aprobado,REGULAR,2999,0.0,540,0.82,17964,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,208,792,0,0,0,0,0,26,Renta,Preparatoria
198,4813,Aprobada,Aprobado,REGULAR,36000,0.0,"7,560",0.79,16007,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,209,789,0,0,0,0,0,26,Renta,Licenciatura
199,617,Aprobada,Aprobado,BUENO,1999,0.0,"1,839",0.08,14155,INVERSIONES,Alto B,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,211,718,0,0,0,1274,0,26,Renta,Preparatoria
200,4862,Aprobada,Aprobado,REGULAR,17000,0.0,"4,420",0.74,19075,RECIBOS DE NOMINA,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,215,784,0,0,0,0,0,26,Renta,Preparatoria
201,4421,Aprobada,Aprobado,BUENO,25000,0.0,"13,500",0.46,17784,RECIBOS DE NOMINA,Alto B,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,216,756,0,0,0,0,0,26,Familiares,Licenciatura
202,6556,Aprobada,Aprobado,BUENO,89000,1.0,"86,330",0.03,16660,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,225,723,0,0,0,0,0,26,Familiares,Posgrado
203,4034,Aprobada,Aprobado,BUENO,16300,2.0,"15,485",0.05,13103,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,ACEPTABLE,0,227,705,0,0,0,0,0,26,Propia,Licenciatura
204,290,Aprobada,Aprobado,BUENO,9899,2.0,"8,315",0.16,18234,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,50000,Bajo,ACEPTABLE,0,228,737,0,13047,0,201742,0,26,Hipoteca,Licenciatura
205,390,Aprobada,Aprobado,BUENO,280000,0.0,"123,200",0.56,16171,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,234,766,0,0,0,0,0,26,Propia,Licenciatura
206,7554,Aprobada,Aprobado,REGULAR,14700,1.0,"4,704",0.68,14311,RECIBOS DE NOMINA,Alto B,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,237,788,0,0,0,0,0,26,Renta,Preparatoria
207,7153,Aprobada,Aprobado,BUENO,9899,1.0,"4,455",0.55,19323,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,3000,Bajo,ACEPTABLE,0,238,723,1,2086,250,0,0,26,Hipoteca,Preparatoria
208,4346,Aprobada,Aprobado,REGULAR,48000,0.0,"8,640",0.82,18051,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,41500,Bajo,ACEPTABLE,0,239,744,1,8719,520,0,0,26,Renta,Licenciatura
209,4503,Aprobada,Aprobado,REGULAR,4999,0.0,"2,000",0.6,16830,RECIBOS DE NOMINA,Alto A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,240,770,0,0,0,0,0,26,Propia,Preparatoria
210,9431,Aprobada,Aprobado,BUENO,24999,0.0,"11,250",0.55,13247,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,75000,Bajo,ACEPTABLE,0,245,706,1,7496,1080,0,0,26,Propia,Preparatoria
211,21,Aprobada,Aprobado,REGULAR,100000,1.0,"27,000",0.73,18471,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,248,793,0,0,0,0,0,26,Familiares,Preparatoria
212,497,Aprobada,Aprobado,BUENO,9899,1.0,"4,257",0.57,16413,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,23000,Bajo,ACEPTABLE,0,249,744,1,11706,290,0,0,26,Familiares,Preparatoria
213,12118,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14325,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,0,0,27,Familiares,Licenciatura
214,966,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,19362,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,0,0,27,Propia,Licenciatura
215,4257,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18105,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,41802,0,27,Propia,Licenciatura
216,7134,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16847,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,89,0,0,0,0,0,0,27,Propia,Licenciatura
217,8121,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13273,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,0,0,27,Renta,Licenciatura
218,6430,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18526,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,89,0,0,0,0,0,0,27,Hipoteca,Licenciatura
219,963,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16430,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,89,0,0,0,0,0,0,27,Familiares,Posgrado
220,891,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14353,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,90,0,0,0,0,0,0,27,Renta,Licenciatura
221,4766,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,19420,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,90,0,1,11774,530,23326,0,27,Propia,Posgrado
222,435,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18123,PAGOS PROV SEMESTRALES PF,,NO_CLIENTE,0,Alto,BAJO,3,90,0,0,0,0,0,0,27,Renta,Preparatoria
223,456,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16880,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,90,0,0,0,0,0,0,27,Hipoteca,Posgrado
224,4295,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13313,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,90,0,0,0,0,0,0,27,Hipoteca,Posgrado
225,4073,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18544,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,91,0,0,0,0,0,0,27,Familiares,Posgrado
226,997,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16463,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,92,0,1,54689,2220,0,0,27,Propia,Posgrado
227,4730,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14397,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,92,0,0,0,0,0,0,27,Hipoteca,Preparatoria
228,64,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,19440,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,92,0,0,0,0,0,0,27,Hipoteca,Preparatoria
229,4621,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18159,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,92,0,0,0,0,0,0,27,Hipoteca,Preparatoria
230,891,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16931,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,27,Propia,Posgrado
231,7652,En_proceso,Rechazado,MALO,0,#N/A,#N/A,#N/A,13327,INVERSIONES,Alto C,NO_CLIENTE,0,Alto,BAJO,3,92,0,0,0,0,0,0,27,Renta,Posgrado
232,4,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18582,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,93,0,0,0,0,0,0,27,Familiares,Posgrado
233,812,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16512,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,93,0,0,0,0,26232,0,27,Familiares,Licenciatura
234,223,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14411,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,93,0,0,0,0,0,0,27,Familiares,Secundaria
235,4580,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,19478,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,27,Familiares,Preparatoria
236,801,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18214,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,93,0,0,0,0,0,0,27,Propia,Preparatoria
237,7769,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16948,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,93,0,0,0,0,0,0,27,Familiares,Licenciatura
238,707,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,13353,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,28000,Alto,BAJO,3,93,0,1,18934,1860,0,0,27,Propia,Licenciatura
239,370,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18637,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,93,0,0,0,0,0,0,27,Propia,Preparatoria
240,4332,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,16528,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,94,0,0,0,0,0,0,27,Renta,Preparatoria
241,508,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,14440,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,94,0,0,0,0,0,0,27,Hipoteca,Posgrado
242,775,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,19537,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,94,0,0,0,0,0,0,27,Propia,Preparatoria
